municipio_codigo|distrito_nombre|direccion_via_nombre|centro_tipo_descripcion|dat_codigo|direccion_codigo_postal|centro_titularidad|contacto_telefono2|contacto_telefono3|centro_tipo_desc_abreviada|direccion_numero|contacto_telefono1|centro_codigo|contacto_web|dat_nombre|centro_tipo_codigo|municipio_nombre|distrito_codigo|contacto_fax|direccion_coor_y|centro_titular|direccion_coor_x|direccion_via_tipo|centro_nombre|contacto_telefono4|contacto_email1|coord_x_centrica|coord_y_centrica|distancia_euclideana|ranking_ue
79|Latina|de Lanceros|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28024|PÚBLICO|915090044||CP INF-PRI|4|915091679|28037375|http://www.educa.madrid.org/cp.ladehesa.madrid|Madrid-Capital|14|Madrid|10|915090044|4470223.0|MINISTERIO DE DEFENSA|432630.0|PASEO|LA DEHESA DEL PRINCIPE||cp.ladehesa.madrid@educa.madrid.org|440157.3842874543|4474481.943970768|8648.706143531133|442.0
79|Usera|de los Poblados|COLEGIO DE EDUCACIÓN ESPECIAL|5|28041|PÚBLICO|913173340||CP EE|183|913173341|28037387|http://www.educa.madrid.org/cpee.joanmiro.madrid|Madrid-Capital|20|Madrid|12|913173341|4469177.0|AYUNTAMIENTO|440840.0|AVDA|JOAN MIRO||cpee.joanmiro.madrid@educa.madrid.org|440157.3842874543|4474481.943970768|5348.681589326448|198.0
79|Ciudad Lineal|de Villaescusa|CENTRO PRIVADO DE EDUCACIÓN INFANTIL|5|28017|PRIVADO CONCERTADO|||CPR INF|50|913041980|28037399|http://www.agci.es|Madrid-Capital|4|Madrid|15||4474635.0|FUNDACION OBRA SOCIAL Y MONTE DE PIEDAD DE MADRID|446529.0|CALLE|ALFREDO LOPEZ||cc.alfredolopez.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|6273.5483122355145|240.0
79|Fuencarral-El Pardo|de Ramón Gómez de la Serna|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28035|PRIVADO CONCERTADO|618134159||CPR INF-PRI-SEC|24|913732328|28037405|http://www.colegiofuentelarreyna.org|Madrid-Capital|72|Madrid|08|913862655|4481744.0|FUENTE LA REINA 82, SDAD. COOP. MADRILEÑA|438189.0|CALLE|FUENTELARREYNA||cc.fuentelarreyna.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|7734.17604796031|287.0
79|Carabanchel|de San Vicente de Paul|ESCUELA INFANTIL PRIVADA|5|28025|PRIVADO CONCERTADO|601138122||EIPR|1|914691445|28037430|http://www.escuelainfantilsanvicente.com|Madrid-Capital|8|Madrid|11|914691445|4470756.0|ASOCIACION JARDIN DE INFANCIA SAN VICENTE DE PAUL|438385.0|PLAZA|SAN VICENTE DE PAUL||cc.sanvicentedepaul.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|4005.9873116184604|114.0
5||Torres de la Alameda|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|3|28806|PÚBLICO|685538613||CP INF-PRI|1|918815519|28037491|http://www.educa.madrid.org/cp.neruda.alcala|Madrid-Este|14|Alcalá de Henares||918835880|4483007.0|COMUNIDAD DE MADRID|467966.0|CALLE|PABLO NERUDA||cp.neruda.alcala@educa.madrid.org|440157.3842874543|4474481.943970768|29086.005022168167|1215.0
6||de Jaén|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|1|28100|PÚBLICO|||CP INF-PRI|73|916512323|28037508|http://www.educa.madrid.org/cp.luisbunuel.alcobendas|Madrid-Norte|14|Alcobendas||916638652|4489106.0|COMUNIDAD DE MADRID|445624.0|CALLE|LUIS BUÑUEL||cp.luisbunuel.alcobendas@educa.madrid.org|440157.3842874543|4474481.943970768|15612.395783311886|735.0
7||del Oeste|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|2|28922|PÚBLICO|916433250||CP INF-PRI|4|916439974|28037521|http://www.educa.madrid.org/cp.fernandodelosrios.alcorcon|Madrid-Sur|14|Alcorcón||916439974|4465962.0|COMUNIDAD DE MADRID|429389.0|AVDA|FERNANDO DE LOS RIOS||cp.fernandodelosrios.alcorcon@educa.madrid.org|440157.3842874543|4474481.943970768|13731.261610912341|641.0
7||del Oeste|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|2|28922|PÚBLICO|916415916||CP INF-PRI|4|916439985|28037533|http://www.educa.madrid.org/cp.blasdeotero.alcorcon|Madrid-Sur|14|Alcorcón||916439985|4465962.0|COMUNIDAD DE MADRID|429389.0|AVDA|BLAS DE OTERO||cp.blasdeotero.alcorcon@educa.madrid.org|440157.3842874543|4474481.943970768|13731.261610912341|641.0
58||FRANCISCO JAVIER SAUQUILLO|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|2|28944|PÚBLICO|||CP INF-PRI|17|916972902|28037545|http://www.educa.madrid.org/cp.lopedevega.fuenlabrada|Madrid-Sur|14|Fuenlabrada||916972902|4459491.0|COMUNIDAD DE MADRID|433029.0|CALLE|LOPE DE VEGA||cp.lopedevega.fuenlabrada@educa.madrid.org|440157.3842874543|4474481.943970768|16599.46576502763|813.0
49||de la Virgen de la Cabeza|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|3|28821|PÚBLICO|||CP INF-PRI|s/n|916736620|28037557|http://www.educa.madrid.org/cp.blasdeotero.coslada|Madrid-Este|14|Coslada||916696918|4475552.0|COMUNIDAD DE MADRID|452166.0|CALLE|BLAS DE OTERO||cp.blasdeotero.coslada@educa.madrid.org|440157.3842874543|4474481.943970768|12056.196383490755|581.0
58||Comunidad de Madrid|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|2|28944|PÚBLICO|||CP INF-PRI|23|916156262|28037569|http://www.educa.madrid.org/cp.ramonycajal.fuenlabrada|Madrid-Sur|14|Fuenlabrada||916978936|4459049.0|COMUNIDAD DE MADRID|432382.0|CALLE|SANTIAGO RAMON Y CAJAL||cp.ramonycajal.fuenlabrada@educa.madrid.org|440157.3842874543|4474481.943970768|17280.982623174208|851.0
58||de España|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|2|28941|PÚBLICO|||CP INF-PRI|26|916973014|28037582|http://www.educa.madrid.org/cp.arciprestedehita.fuenlabrada|Madrid-Sur|14|Fuenlabrada||916098694|4460605.0|COMUNIDAD DE MADRID|432370.0|AVDA|ARCIPRESTE DE HITA||cp.arciprestedehita.fuenlabrada@educa.madrid.org|440157.3842874543|4474481.943970768|15912.665647474607|757.0
65||de Juan Carlos I|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|2|28905|PÚBLICO|||CP INF-PRI|7|916652218|28037594|http://www.educa.madrid.org/cp.cortazar.getafe|Madrid-Sur|14|Getafe||916965962|4460344.0|COMUNIDAD DE MADRID|436073.0|AVDA|JULIO CORTAZAR||cp.cortazar.getafe@educa.madrid.org|440157.3842874543|4474481.943970768|14716.101886307144|679.0
74||de Portugal|COLEGIO DE EDUCACIÓN ESPECIAL|2|28916|PÚBLICO|916860600||CP EE|21|916865475|28037624|http://www.educa.madrid.org/cpee.alfonsodecimo.leganes|Madrid-Sur|20|Leganés||916806499|4465556.0|COMUNIDAD DE MADRID|436880.0|AVDA|ALFONSO X EL SABIO||cpee.alfonsodecimo.leganes@educa.madrid.org|440157.3842874543|4474481.943970768|9508.613123738818|475.0
74||de la Mancha|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|2|28915|PÚBLICO|||CP INF-PRI|1-A|916865476|28037636|http://www.educa.madrid.org/cp.leonfelipe.leganes|Madrid-Sur|14|Leganés||916865476|4464512.0|COMUNIDAD DE MADRID|435625.0|AVDA|LEON FELIPE||cp.leonfelipe.leganes@educa.madrid.org|440157.3842874543|4474481.943970768|10951.816749261809|528.0
79|Hortaleza|de Trefacio|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28043|PÚBLICO|||CP INF-PRI|18|913882060|28037648|http://www.educa.madrid.org/cp.garcilaso.madrid|Madrid-Capital|14|Madrid|16|917161701|4479781.0|COMUNIDAD DE MADRID|446250.0|CALLE|GARCILASO DE LA VEGA||cp.garcilaso.madrid@educa.madrid.org|440157.3842874543|4474481.943970768|8074.649281653106|400.0
92||de la O.N.U.|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|2|28936|PÚBLICO|||CP INF-PRI|26|916461292|28037661|http://www.educa.madrid.org/cp.margaritaxirgu.mostoles|Madrid-Sur|14|Móstoles||917031883|4463929.0|COMUNIDAD DE MADRID|427923.0|AVDA|MARGARITA XIRGU||cp.margaritaxirgu.mostoles@educa.madrid.org|440157.3842874543|4474481.943970768|16156.880433526541|778.0
92||Jaén|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|2|28935|PÚBLICO|||CP INF-PRI|4|916143589|28037673|http://www.educa.madrid.org/cp.sarasate.mostoles|Madrid-Sur|14|Móstoles||916641273|4464390.0|COMUNIDAD DE MADRID|425647.0|CALLE|PABLO SARASATE||cp.sarasate.mostoles@educa.madrid.org|440157.3842874543|4474481.943970768|17674.800855418907|876.0
106||Santander|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|2|28982|PÚBLICO|||CP INF-PRI|13|916986605|28037685|http://www.educa.madrid.org/cp.julianbesteiro.parla|Madrid-Sur|14|Parla||916989143|4455276.0|COMUNIDAD DE MADRID|434956.0|CALLE|JULIAN BESTEIRO||cp.julianbesteiro.parla@educa.madrid.org|440157.3842874543|4474481.943970768|19897.80596734343|955.0
106||Reyes Católicos|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|2|28982|PÚBLICO|||CP INF-PRI|79|916986433|28037697|http://www.educa.madrid.org/cp.mariamoliner.parla|Madrid-Sur|14|Parla||916054006|4453737.0|COMUNIDAD DE MADRID|435068.0|CALLE|MARIA MOLINER||cp.mariamoliner.parla@educa.madrid.org|440157.3842874543|4474481.943970768|21360.115467283442|1020.0
106||Jaime I El Conquistador|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|2|28982|PÚBLICO|||CP INF-PRI|39- B|916052689|28037715|http://www.educa.madrid.org/cp.rosaluxemburgo.parla|Madrid-Sur|14|Parla||916052689|4454120.0|COMUNIDAD DE MADRID|434765.0|CALLE|ROSA LUXEMBURGO||cp.rosaluxemburgo.parla@educa.madrid.org|440157.3842874543|4474481.943970768|21063.868841508447|1008.0
134||Vizcaya|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|1|28701|PÚBLICO|||CP INF-PRI|28|916527825|28037740|http://www.educa.madrid.org/cp.buerovallejo.sansebastian|Madrid-Norte|14|San Sebastián de los Reyes||916537253|4489260.0|COMUNIDAD DE MADRID|445866.0|CALLE|ANTONIO BUERO VALLEJO||cp.buerovallejo.sansebastian@educa.madrid.org|440157.3842874543|4474481.943970768|15842.324114745612|755.0
148||Circunvalación|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|3|28850|PÚBLICO|||CP INF-PRI|10|916565434|28037752|http://www.educa.madrid.org/cp.andressegovia.torrejondeardoz|Madrid-Este|14|Torrejón de Ardoz||916784135|4477908.0|COMUNIDAD DE MADRID|460986.0|CALLE|ANDRES SEGOVIA||cp.andressegovia.torrejondeardoz@educa.madrid.org|440157.3842874543|4474481.943970768|21108.507583823728|1011.0
148||Virgen de Loreto|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|3|28850|PÚBLICO|||CP INF-PRI|38|916560363|28037764|http://www.educa.madrid.org/cp.seisdediciembre.torrejondeardoz|Madrid-Este|14|Torrejón de Ardoz||916769086|4479517.0|COMUNIDAD DE MADRID|459676.0|AVDA|SEIS DE DICIEMBRE||cp.seisdediciembre.torrejondeardoz@educa.madrid.org|440157.3842874543|4474481.943970768|20157.582904493865|969.0
92||de Alcorcón|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|2|28936|PÚBLICO|||CP INF-PRI|5|916461827|28037788|http://www.educa.madrid.org/cp.jorgeguillen.mostoles|Madrid-Sur|14|Móstoles||916461827|4464613.0|COMUNIDAD DE MADRID|427624.0|AVDA|JORGE GUILLEN||cp.jorgeguillen.mostoles@educa.madrid.org|440157.3842874543|4474481.943970768|15952.484972416058|764.0
79|Retiro|del Poeta Esteban de Villegas|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28014|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|s/n|914335813|28037791|http://www.educa.madrid.org/cc.retiro.madrid|Madrid-Capital|72|Madrid|03|915524642|4473253.0|ENSEÑANZA Y FORMACION, SDAD. COOP. MADRILEÑA|442192.0|CALLE|RETIRO||cc.retiro.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|2190.2294789894395|36.0
115||Solano|CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA|4|28223|PRIVADO|913373606|913373616|CPR ES|3|913375056|28037806|http://www.britishcouncilschool.es|Madrid-Oeste|45|Pozuelo de Alarcón||91 3373634|4473846.0|THE BRITISH COUNCIL SCHOOL|432812.0|CALLE|COL. BRITANICO DE MADRID EN SOMOSAGUAS|913373617|jesus.otero@britishcouncil.es|439602.9362934363|4476838.754826255|7421.145274927815|223.0
49||de España|COLEGIO DE EDUCACIÓN ESPECIAL|3|28821|PÚBLICO|||CP EE|s/n|916712793|28037818|http://www.educa.madrid.org/cpee.guadarrama.coslada|Madrid-Este|20|Coslada||916712793|4474842.0|COMUNIDAD DE MADRID|451606.0|AVDA|GUADARRAMA||cpee.guadarrama.coslada@educa.madrid.org|440157.3842874543|4474481.943970768|11454.276148135013|546.0
79|Centro|de Guillermo Rolland|ESCUELA SUPERIOR DE CONSERVACIÓN Y RESTAURACIÓN BIENES CULTURALES|5|28013|PÚBLICO|||ES CRBC|2|915482737|28037821|http://www.educa.madrid.org/es.conservacionyrestauracion.madrid|Madrid-Capital|120|Madrid|01|915426390|4474641.0|COMUNIDAD DE MADRID|439726.0|CALLE|ESCUELA SUPERIOR CONSERVACION Y RESTAURACION BIENES CULTURALES||es.conservacionyrestauracion.madrid@educa.madrid.org|440157.3842874543|4474481.943970768|459.77301345074426|2.0
79|Retiro|de la Ciudad de Barcelona|ESCUELA DE ARTE|5|28007|PÚBLICO|||E ARTE|25|915512645|28037855|http://www.educa.madrid.org/ea.numerodiez.madrid|Madrid-Capital|103|Madrid|03|915015485|4472859.0|COMUNIDAD DE MADRID|442251.0|AVDA|ESCUELA DE ARTE DE MADRID N.10||ea.numerodiez.madrid@educa.madrid.org|440157.3842874543|4474481.943970768|2648.9948818504186|68.0
6||de Alcobendas|CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA|1|28109|PRIVADO|||CPR INF-PRI|9|916500791|28037879|http://www.educa.madrid.org/cpr.sanpatricio-lamoraleja.alcobendas|Madrid-Norte|15|Alcobendas||916500748|4486480.0|INSIDE, S.L.|446806.0|PASEO|SAN PATRICIO||infomoraleja@colegiosanpatricio.es|439602.9362934363|4476838.754826255|12034.855016204978|302.0
5||San Vidal|CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS|3|28803|PÚBLICO|||CEPA|6|918815156|28037892|http://www.educa.madrid.org/cepa.alcala|Madrid-Este|31|Alcalá de Henares||918815201|4480446.0|COMUNIDAD DE MADRID|468247.0|CALLE|DON JUAN I||cepa.alcala@educa.madrid.org|440157.3842874543|4474481.943970768|28715.78790836698|1201.0
79|Centro|de los Estudios|ESCUELA DE ARTE|5|28012|PÚBLICO|||E ARTE|1|913654834|28037934|http://www.educa.madrid.org/ea.numerotres.madrid|Madrid-Capital|103|Madrid|01|913641050|4473763.0|COMUNIDAD DE MADRID|439985.0|CALLE|ESCUELA DE ARTE DE MADRID N.3||ea.numerotres.madrid@educa.madrid.org|440157.3842874543|4474481.943970768|739.3218349707199|7.0
123||de Covibar|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|3|28523|PÚBLICO|||CP INF-PRI|3|916663979|28037946|http://www.educa.madrid.org/cp.elolivar.rivas|Madrid-Este|14|Rivas-Vaciamadrid||916663242|4468314.0|COMUNIDAD DE MADRID|453078.0|AVDA|EL OLIVAR||cp.elolivar.rivas@educa.madrid.org|440157.3842874543|4474481.943970768|14317.326678462474|658.0
161||Libertad|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|2|28341|PÚBLICO|||CP INF-PRI|85|918953941|28037958|http://www.educa.madrid.org/cp.lopezdelerena.valdemoro|Madrid-Sur|14|Valdemoro||918954249|4449085.0|COMUNIDAD DE MADRID|441315.0|CALLE|PEDRO LOPEZ DE LERENA||cp.lopezdelerena.valdemoro@educa.madrid.org|440157.3842874543|4474481.943970768|25423.31286815805|1102.0
58||de Valencia|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|2|28945|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|15|916902989|28037961|http://www.colegio-fuenlabrada.es|Madrid-Sur|72|Fuenlabrada||916902062|4460468.0|LORCA-SAN PABLO SDAD. COOP. MADRILEÑA|432632.0|CALLE|FUENLABRADA||cc.fuenlabrada.fuenlabrada@educa.madrid.org|440264.7489361702|4474293.580851064|15792.578706212498|378.0
79|Ciudad Lineal|de San Emilio|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28017|PRIVADO CONCERTADO|914052840||CPR INF-PRI-SEC|54|914055439|28037971|http://www.educa.madrid.org/cc.espiritusanto.madrid|Madrid-Capital|72|Madrid|15|914043803|4475256.0|SDAD. COOP. MADRILEÑA DE ENSEÑANZA COLEGIO ESPIRITU SANTO|444334.0|CALLE|ESPIRITU SANTO||cc.espiritusanto.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|4181.513462697284|123.0
79|Villaverde|Vieja de Pinto|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28021|PRIVADO CONCERTADO|917977567||CPR INF-PRI-SEC|15|917970422|28037983|http://www.colegioaddis.es|Madrid-Capital|72|Madrid|17||4466564.0|EQUIPO DOCENTE VILLAVERDE, SOCIEDAD COOPERATIVA MADRILEÑA|439814.0|CALLE|COLEGIO ADDIS||cc.addis.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|7742.712363028528|290.0
61||de la Pedriza|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|4|28260|PÚBLICO|||CP INF-PRI|30|918582893|28037995|http://www.educa.madrid.org/cp.jacintobenavente.galapagar|Madrid-Oeste|14|Galapagar||918582149|4492615.0|COMUNIDAD DE MADRID|414515.0|CALLE|JACINTO BENAVENTE||cp.jacintobenavente.galapagar@educa.madrid.org|440157.3842874543|4474481.943970768|31406.043891339745|1300.0
5||de Adarga|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|3|28805|PÚBLICO|639253774||CP INF-PRI|2|918779409|28038057|http://www.educa.madrid.org/cp.cristobalcolon.alcala|Madrid-Este|14|Alcalá de Henares||918835939|4482053.0|COMUNIDAD DE MADRID|469628.0|CALLE|CRISTOBAL COLON||cp.cristobalcolon.alcala@educa.madrid.org|440157.3842874543|4474481.943970768|30427.58748034945|1279.0
6||de Triana|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|1|28100|PÚBLICO|||CP INF-PRI|29|916590159|28038069|http://www.educa.madrid.org/cp.tiernogalvan.alcobendas|Madrid-Norte|14|Alcobendas||916591128|4487894.0|COMUNIDAD DE MADRID|446668.0|CALLE|PROFESOR TIERNO GALVAN||cp.tiernogalvan.alcobendas@educa.madrid.org|440157.3842874543|4474481.943970768|14908.768020453977|689.0
6||de Francisco Chico Mendes|INSTITUTO DE EDUCACIÓN SECUNDARIA|1|28108|PÚBLICO|916619004||IES|4|916615943|28038070|http://www.educa.madrid.org/ies.lapaz.alcobendas|Madrid-Norte|42|Alcobendas||916618291|4486145.0|COMUNIDAD DE MADRID|444539.0|CALLE|VIRGEN DE LA PAZ||ies.lapaz.alcobendas@educa.madrid.org|440157.3842874543|4474481.943970768|12458.9498832541|597.0
7||del Parque Grande|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|2|28924|PÚBLICO|||CP INF-PRI|1|916113435|28038082|http://www.educa.madrid.org/cp.joaquincosta.alcorcon|Madrid-Sur|14|Alcorcón||916104905|4466618.0|COMUNIDAD DE MADRID|430889.0|CALLE|JOAQUIN COSTA||cp.joaquincosta.alcorcon@educa.madrid.org|440157.3842874543|4474481.943970768|12155.022092752639|585.0
7||de Berlín|INSTITUTO DE EDUCACIÓN SECUNDARIA|2|28922|PÚBLICO|916107056||IES|2|916107013|28038100|http://www.educa.madrid.org/ies.luisbunuel.alcorcon|Madrid-Sur|42|Alcorcón||916109615|4467001.0|COMUNIDAD DE MADRID|429293.0|CALLE|LUIS BUÑUEL||ies.luisbunuel.alcorcon@educa.madrid.org|440157.3842874543|4474481.943970768|13190.882026583771|616.0
9||Carrachel|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|1|28110|PÚBLICO|916282658||CP INF-PRI|2|916291517|28038112|http://www.educa.madrid.org/cp.munozseca.algete|Madrid-Norte|14|Algete||916290519|4494284.0|COMUNIDAD DE MADRID|457424.0|CALLE|PEDRO MUÑOZ SECA||cp.munozseca.algete@educa.madrid.org|440157.3842874543|4474481.943970768|26272.750924666834|1143.0
14||Rosa Luxemburgo|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|3|28500|PÚBLICO|||CP INF-PRI|2|918715575|28038124|http://www.educa.madrid.org/cp.rosaliadecastro.arganda|Madrid-Este|14|Arganda del Rey||918715283|4461707.0|COMUNIDAD DE MADRID|462320.0|CALLE|ROSALIA DE CASTRO||cp.rosaliadecastro.arganda@educa.madrid.org|440157.3842874543|4474481.943970768|25580.86645675305|1109.0
903||LITERATOS|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|1|28760|PÚBLICO|||CP INF-PRI|11|918036188|28038136|http://www.educa.madrid.org/cp.cervantes.trescantos|Madrid-Norte|14|Tres Cantos||918041577|4495528.0|COMUNIDAD DE MADRID|439892.0|AVDA|MIGUEL DE CERVANTES||cp.cervantes.trescantos@educa.madrid.org|440157.3842874543|4474481.943970768|21047.729169808546|1005.0
49||de la Virgen de la Cabeza|INSTITUTO DE EDUCACIÓN SECUNDARIA|3|28821|PÚBLICO|916692040||IES|29|916691944|28038151|http://www.educa.madrid.org/ies.alberti.coslada|Madrid-Este|42|Coslada||916693203|4475633.0|COMUNIDAD DE MADRID|452101.0|CALLE|RAFAEL ALBERTI||ies.alberti.coslada@educa.madrid.org|440157.3842874543|4474481.943970768|11998.953549014192|577.0
58||Parque Miraflores|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|2|28942|PÚBLICO|699397292||CP INF-PRI|s/n|916457696|28038185|http://www.educa.madrid.org/cp.leonfelipe.fuenlabrada|Madrid-Sur|14|Fuenlabrada||916455783|4462958.0|COMUNIDAD DE MADRID|429010.0|URB|LEON FELIPE||cp.leonfelipe.fuenlabrada@educa.madrid.org|440157.3842874543|4474481.943970768|16033.261087301555|770.0
65||del Camuerzo|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|2|28905|PÚBLICO|||CP INF-PRI|4|916961510|28038197|http://www.educa.madrid.org/cp.rosaliadecastro.getafe|Madrid-Sur|14|Getafe||916961510|4461483.0|COMUNIDAD DE MADRID|436861.0|VREDA|ROSALIA DE CASTRO||cp.rosaliadecastro.getafe@educa.madrid.org|440157.3842874543|4474481.943970768|13410.394987685324|630.0
65||de las Arcas del Agua|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|2|28905|PÚBLICO|||CP INF-PRI|9|916830792|28038203|http://www.educa.madrid.org/cp.nunezdearenas.getafe|Madrid-Sur|14|Getafe||916814904|4460352.0|COMUNIDAD DE MADRID|436519.0|AVDA|MANUEL NUÑEZ DE ARENAS||cp.nunezdearenas.getafe@educa.madrid.org|440157.3842874543|4474481.943970768|14590.858673848881|673.0
74||de la Ingeniería|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|2|28914|PÚBLICO|||CP INF-PRI|2|916807662|28038252|http://www.educa.madrid.org/cp.joanmiro.leganes|Madrid-Sur|14|Leganés||916806924|4465516.0|COMUNIDAD DE MADRID|435121.0|CALLE|JOAN MIRO||cp.joanmiro.leganes@educa.madrid.org|440157.3842874543|4474481.943970768|10283.643224940455|506.0
74||Europa|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|2|28915|PÚBLICO|||CP INF-PRI|1|916870128|28038276|http://www.educa.madrid.org/cp.andressegovia.leganes|Madrid-Sur|14|Leganés||916861729|4464678.0|COMUNIDAD DE MADRID|436633.0|AVDA|ANDRES SEGOVIA||cp.andressegovia.leganes@educa.madrid.org|440157.3842874543|4474481.943970768|10418.18611791941|510.0
74||Maestro|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|2|28914|PÚBLICO|916881898|916875811|CP INF-PRI|9|916879409|28038288|http://www.educa.madrid.org/cp.delibes.leganes|Madrid-Sur|14|Leganés||916850243|4464260.0|COMUNIDAD DE MADRID|435891.0|CALLE|MIGUEL DELIBES||cp.delibes.leganes@educa.madrid.org|440157.3842874543|4474481.943970768|11076.55963870338|533.0
74||Austria|INSTITUTO DE EDUCACIÓN SECUNDARIA|2|28916|PÚBLICO|916862674||IES|7|916862999|28038291|http://www.educa.madrid.org/ies.salvadordali.leganes|Madrid-Sur|42|Leganés||916802709|4465420.0|COMUNIDAD DE MADRID|436920.0|CALLE|SALVADOR DALI||ies.salvadordali.leganes@educa.madrid.org|440157.3842874543|4474481.943970768|9622.86264860881|482.0
74||de la Ingeniería|INSTITUTO DE EDUCACIÓN SECUNDARIA|2|28918|PÚBLICO|916804320||IES|1|916806303|28038306|http://www.educa.madrid.org/ies.sigloveintiuno.leganes|Madrid-Sur|42|Leganés||916807302|4465592.0|COMUNIDAD DE MADRID|435127.0|CALLE|SIGLO XXI||ies.sigloveintiuno.leganes@educa.madrid.org|440157.3842874543|4474481.943970768|10214.493129022976|503.0
79|Fuencarral-El Pardo|de Ramón Gómez de la Serna|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28035|PÚBLICO|||CP INF-PRI|103|913162273|28038318|http://www.educa.madrid.org/cp.alhambra.madrid|Madrid-Capital|14|Madrid|08|913737021|4481539.0|COMUNIDAD DE MADRID|438375.0|CALLE|ALHAMBRA||cp.alhambra.madrid@educa.madrid.org|440157.3842874543|4474481.943970768|7278.66289560705|344.0
79|Fuencarral-El Pardo|de Braille|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28034|PÚBLICO|||CP INF-PRI|19|917355560|28038321|http://www.educa.madrid.org/cp.josebergamin.madrid|Madrid-Capital|14|Madrid|08|917345042|4482974.0|COMUNIDAD DE MADRID|441021.0|CALLE|JOSE BERGAMIN||cp.josebergamin.madrid@educa.madrid.org|440157.3842874543|4474481.943970768|8535.85658868371|433.0
79|Puente de Vallecas|de las Las Marismas|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28038|PÚBLICO|||CP INF-PRI|14|915014668|28038331|http://www.educa.madrid.org/cp.elmadrono.madrid|Madrid-Capital|14|Madrid|13|915013612|4472602.0|COMUNIDAD DE MADRID|444464.0|CALLE|EL MADROÑO||cp.elmadrono.madrid@educa.madrid.org|440157.3842874543|4474481.943970768|4699.056099768506|155.0
